"c:\workspace\powershell\src\Package\Debug\ResourceManager\AzureResourceManager\Az.Advisor\Microsoft.Azure.PowerShell.Cmdlets.Advisor.dll","Microsoft.Azure.Commands.Advisor.Cmdlets.DisableAzAdvisorRecommendation","Disable-AzAdvisorRecommendation","1","8410","Parameter Days of cmdlet Disable-AzAdvisorRecommendation does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementAuthorizationServer","Set-AzApiManagementAuthorizationServer","1","8410","Parameter TokenBodyParameters of cmdlet Set-AzApiManagementAuthorizationServer does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementAuthorizationServer","Set-AzApiManagementAuthorizationServer","1","8410","Parameter AccessTokenSendingMethods of cmdlet Set-AzApiManagementAuthorizationServer does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementCertificate","Set-AzApiManagementCertificate","1","8410","Parameter PfxBytes of cmdlet Set-AzApiManagementCertificate does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementIdentityProvider","Set-AzApiManagementIdentityProvider","1","8410","Parameter AllowedTenants of cmdlet Set-AzApiManagementIdentityProvider does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementOperation","Set-AzApiManagementOperation","1","8410","Parameter TemplateParameters of cmdlet Set-AzApiManagementOperation does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementOperation","Set-AzApiManagementOperation","1","8410","Parameter Responses of cmdlet Set-AzApiManagementOperation does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementPolicy","Set-AzApiManagementPolicy","1","8100","Set-AzApiManagementPolicy Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureRmApiManagementTenantAccess","Set-AzApiManagementTenantAccess","1","8100","Set-AzApiManagementTenantAccess Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.dll","Microsoft.Azure.Commands.ApiManagement.Commands.NewAzureApiManagementSslSetting","New-AzApiManagementSslSetting","1","8100","New-AzApiManagementSslSetting Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.NewAzureApiManagementHttpMessageDiagnostic","New-AzApiManagementHttpMessageDiagnostic","1","8100","New-AzApiManagementHttpMessageDiagnostic Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.NewAzureApiManagementPipelineDiagnosticSetting","New-AzApiManagementPipelineDiagnosticSetting","1","8100","New-AzApiManagementPipelineDiagnosticSetting Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.NewAzureApiManagementSamplingSetting","New-AzApiManagementSamplingSetting","1","8100","New-AzApiManagementSamplingSetting Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.NewAzureApiManagementUserToken","New-AzApiManagementUserToken","1","8100","New-AzApiManagementUserToken Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementDiagnostic","Set-AzApiManagementDiagnostic","1","8100","Set-AzApiManagementDiagnostic Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementAuthorizationServer","Set-AzApiManagementAuthorizationServer","1","8100","Set-AzApiManagementAuthorizationServer Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementCertificate","Set-AzApiManagementCertificate","1","8100","Set-AzApiManagementCertificate Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.SetAzureApiManagementProduct","Set-AzApiManagementProduct","1","8410","Parameter LegalTerms of cmdlet Set-AzApiManagementProduct does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.GetAzureApiManagementGroup","Get-AzApiManagementGroup","1","8700","Parameter set '__AllParameterSets', 'GetByGroupId', 'GetByUserId', 'GetByProductId' of cmdlet 'Get-AzApiManagementGroup' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.GetAzureApiManagementNamedValue","Get-AzApiManagementNamedValue","1","8700","Parameter set '__AllParameterSets', 'GetByNamedValueId', 'GetByName', 'GetByTag' of cmdlet 'Get-AzApiManagementNamedValue' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.GetAzureApiManagementOpenIdConnectProvider","Get-AzApiManagementOpenIdConnectProvider","1","8700","Parameter set '__AllParameterSets', 'GetByOpenIdConnectProviderId', 'GetByName' of cmdlet 'Get-AzApiManagementOpenIdConnectProvider' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.GetAzureApiManagementProduct","Get-AzApiManagementProduct","1","8700","Parameter set '__AllParameterSets', 'GetByTitle' of cmdlet 'Get-AzApiManagementProduct' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.GetAzureApiManagementSubscription","Get-AzApiManagementSubscription","1","8700","Parameter set '__AllParameterSets', 'GetBySubscriptionId', 'GetByUserId', 'GetByProductId' of cmdlet 'Get-AzApiManagementSubscription' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.GetAzureApiManagementUser","Get-AzApiManagementUser","1","8700","Parameter set '__AllParameterSets', 'GetByUserId', 'GetByUser' of cmdlet 'Get-AzApiManagementUser' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Microsoft.Azure.PowerShell.Cmdlets.ApiManagement.ServiceManagement.dll","Microsoft.Azure.Commands.ApiManagement.ServiceManagement.Commands.NewAzureApiManagementResourceLocationObject","New-AzApiManagementResourceLocationObject","1","8100","New-AzApiManagementResourceLocationObject Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Microsoft.Azure.PowerShell.Cmdlets.ApplicationInsights.dll","Microsoft.Azure.Commands.ApplicationInsights.NewAzureApplicationInsights","New-AzApplicationInsights","1","8420","Parameter set '__AllParameterSets' of cmdlet 'New-AzApplicationInsights' contains at least one parameter with a position larger than four, which is discouraged.","Limit the number of positional parameters in a single parameter set to four or fewer."
"Microsoft.Azure.PowerShell.Cmdlets.Attestation.dll","Microsoft.Azure.Commands.Attestation.AddAzureAttestationPolicySigner","Add-AzAttestationPolicySigner","1","8510","Cmdlet 'Add-AzAttestationPolicySigner' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.Attestation.dll","Microsoft.Azure.Commands.Attestation.GetAzureAttestationPolicy","Get-AzAttestationPolicy","1","8510","Cmdlet 'Get-AzAttestationPolicy' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.Attestation.dll","Microsoft.Azure.Commands.Attestation.GetAzureAttestationPolicySigners","Get-AzAttestationPolicySigners","1","8400","Get-AzAttestationPolicySigners uses the noun 'AzAttestationPolicySigners', which does not follow the enforced naming convention of using a singular noun for a cmdlet name.","Consider using a singular noun for the cmdlet name."
"Microsoft.Azure.PowerShell.Cmdlets.Attestation.dll","Microsoft.Azure.Commands.Attestation.GetAzureAttestationPolicySigners","Get-AzAttestationPolicySigners","1","8510","Cmdlet 'Get-AzAttestationPolicySigners' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.Attestation.dll","Microsoft.Azure.Commands.Attestation.RemoveAzureAttestationPolicySigner","Remove-AzAttestationPolicySigner","1","8510","Cmdlet 'Remove-AzAttestationPolicySigner' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
